user_id,item_id,rating
44684,1610,2
99952,37,3
93836,1,1
78315,3782,4
76518,4359,6
26385,2110,7
39342,2511,2
71475,84,10
35344,3887,6
62868,386,1
40246,41,9
24609,39,10
83942,2094,10
81276,3032,2
63077,3768,4
53057,5,4
63912,761,8
80317,2352,4
36438,67,7
104864,3475,3
1338,56,10
8579,3764,1
20153,2601,10
39978,3808,9
30783,2580,1
73268,62,5
54302,7,8
76428,3211,3
47400,100,2
18857,4804,2
62447,2035,8
48557,30,10
53822,2352,5
29337,257,7
5417,143,2
57785,254,3
54508,20,9
30734,31,5
25874,27,4
42443,822,6
28762,1,5
40700,1084,10
13686,511,9
82736,92,5
76068,3133,1
104474,2284,4
42640,633,9
22738,97,8
11590,3921,4
79286,1972,1
94644,2921,5
3623,1417,1
90782,2641,8
25233,1473,4
54424,4308,6
75820,4849,1
3076,2059,5
88478,17,3
27347,1072,8
26470,537,1
53891,3750,2
24742,1327,2
27038,4494,1
16970,3707,6
72264,3490,8
26985,48,3
53108,36,7
45560,8,4
55262,97,7
38465,93,1
26795,6,1
99830,3624,10
79959,3588,2
35863,2155,9
17678,669,8
772,2346,1
17745,5655,3
12774,1072,1
24597,10,7
9495,3535,3
41390,1236,6
62640,3670,5
13470,1723,3
92032,40,1
90932,83,3
35370,1,10
22140,84,7
82925,1199,4
96881,1539,1
39861,5272,10
79717,3798,10
21270,1052,9
54765,153,6
72766,3017,6
60085,2705,2
37348,254,7
12709,1018,6
35688,887,7
24775,17,7
15244,5132,3
87678,2,5
70055,1120,4
103856,153,4
246,5423,3
57083,3750,1
96048,1772,2
31041,1333,9
88755,1850,2
3494,1634,2
42743,1765,8
87341,25,7
57226,4036,8
71195,3410,1
63302,2682,2
75501,496,9
1692,5695,3
61721,1544,9
16261,5410,3
59733,1386,1
16578,3409,10
67547,2308,5
49653,17,1
12114,85,6
103504,3283,9
87644,2241,4
59126,2749,7
39927,4024,4
82493,97,4
71279,2323,10
103726,3619,2
71405,2427,5
99822,27,9
7107,3399,1
51733,2955,4
102493,2680,10
53625,110,4
3075,2679,2
70959,28,8
56215,29,10
17635,117,1
60397,2890,9
42611,4560,1
42780,649,4
73979,3211,6
93879,22,6
94513,1438,9
22640,2557,2
90493,23,7
54897,523,1
49888,92,9
84180,5193,4
52536,1037,4
14159,1313,9
82300,5623,10
19328,3416,1
98839,5723,1
46132,52,4
30959,92,3
90313,3097,4
72015,1775,10
93398,1842,10
84967,2994,1
21158,1410,6
30732,2022,3
88493,14,3
96650,3058,6
99566,2824,10
78573,5,4
34468,4847,7
87536,890,5
92007,2509,2
13845,256,4
12804,3359,7
102517,2741,4
93710,1730,2
18913,2116,6
45810,3619,9
84596,17,9
61032,2326,7
32653,4185,5
90067,2749,8
18045,4762,4
69664,5,1
567,1404,10
50999,7,8
60944,43,6
168,5,3
42137,3,7
89381,1553,7
53694,56,5
13200,2173,4
84547,2284,6
14117,7,5
19538,1679,10
40431,1315,8
60019,5660,9
96031,1972,2
13056,48,3
53331,280,5
58948,3808,9
98822,5682,9
26892,3858,3
87448,29,3
100125,1108,10
104586,1931,2
8901,3446,9
49802,27,9
101453,4765,7
64937,41,1
1830,3256,10
92081,3332,3
102855,2648,1
85308,2338,4
23690,29,7
88130,2891,7
49716,88,3
21667,30,6
33846,1402,1
68046,1146,5
18660,2745,7
32692,1816,5
133,87,10
71699,1047,6
55241,1819,4
68847,29,6
50181,1943,4
90463,17,9
26228,2151,5
61064,154,7
52995,1782,5
74732,2823,2
80621,1986,7
17421,3502,5
65203,2749,9
26784,2758,6
29247,27,10
2280,234,3
13210,12,9
38147,3758,7
73249,3120,2
32904,2095,3
88865,1070,6
72766,2451,1
9614,144,6
103958,5453,7
43134,63,1
14880,1187,3
57060,79,7
40896,2921,7
91859,3750,7
34057,1762,9
57367,1842,1
10063,4990,4
39091,4465,2
26562,3772,6
42566,1485,1
59458,3109,7
57438,5362,7
9702,1931,2
4449,2906,5
47322,100,9
29291,4194,7
98850,4618,2
25549,5,6
4887,1028,5
80782,1822,10
103917,47,8
109,4423,9
85252,1470,9
49332,3260,8
51754,2695,8
53388,2313,2
99704,2358,10
80972,7,6
24175,97,1
45993,52,4
72050,29,3
62632,1541,2
51169,115,9
98343,3492,1
7462,5075,9
98721,2753,10
14851,2461,5
98989,1765,10
29069,31,3
91188,20,7
79348,5392,6
74348,5002,3
18078,2781,3
17334,474,3
45391,115,4
87194,92,6
97745,2915,1
81038,1739,1
97163,1070,5
36075,6,2
62608,3959,4
23419,11,3
82477,17,2
6506,2475,10
36240,1524,6
99580,17,9
8109,1386,5
1283,3042,4
78501,2997,6
61765,3600,6
7025,620,8
15683,3122,4
40481,109,6
92644,1538,8
21993,2384,8
68096,295,5
5128,1314,9
33151,553,4
44597,1614,8
55023,3216,8
389,2599,3
62621,31,1
31801,3069,3
72766,1295,9
39092,65,9
6638,20,8
71079,115,5
57253,90,9
92264,4087,7
88791,853,9
17487,30,8
80324,4416,5
42618,3633,1
44715,2221,4
21579,30,7
26548,997,8
23076,183,3
17210,2227,4
100796,118,9
18556,3263,2
100202,2955,5
12907,393,4
100091,17,8
85078,3660,7
96856,4807,8
46896,14,7
45492,9,10
65382,3184,2
47985,785,1
52814,791,2
16885,723,9
98442,3814,6
39474,20,7
27877,48,2
69873,3410,9
63572,2153,6
20746,2518,5
89771,97,7
3925,5450,6
58304,3600,1
58394,835,9
33272,2154,6
46516,5509,4
78638,795,4
33045,0,5
51282,100,1
83702,2006,8
38598,253,3
25668,24,9
58577,24,7
47233,2134,8
89599,1,4
5396,890,7
69846,545,8
74091,11,4
33027,2447,7
51311,3517,4
67563,16,5
32058,88,5
88755,1639,6
95352,3393,9
33280,2824,9
55109,2035,6
90711,2346,5
5034,2954,8
52005,2948,4
43169,2703,3
1631,276,4
54975,22,5
101722,63,9
28296,1811,4
35688,2955,9
55116,5278,6
62200,7,2
3254,3625,5
21007,3655,7
103889,784,3
51606,2133,4
81329,2992,7
36572,3048,9
52977,1942,2
87612,1238,7
36352,1271,10
49200,3506,2
14975,2824,6
25647,338,6
24164,3389,7
4845,1391,5
88212,2392,2
97545,2189,2
81954,2298,7
62264,3841,6
7495,2847,3
46318,5764,6
27372,3600,3
28854,2703,10
48076,88,1
32380,2662,6
28844,3477,8
18273,3476,4
76994,141,4
89859,5278,10
66040,3457,10
62365,3346,6
53362,2734,2
100451,4422,2
59187,3668,7
73172,4078,6
61313,108,5
31472,47,2
13999,5007,9
103263,3807,8
34912,4006,1
25510,37,8
12850,3144,3
45612,18,2
16337,2155,3
83544,5724,2
22295,1164,3
60624,4030,5
34621,3584,1
81763,42,6
31813,2289,10
96081,132,7
66842,2039,5
21647,588,8
69846,1991,5
13835,650,3
36376,3409,1
56643,1931,9
14675,1655,10
6511,2205,1
46646,2288,9
29089,305,5
13231,30,6
21173,1410,1
19251,2115,2
31027,3257,9
68785,28,4
58401,1997,10
39118,21,8
7248,17,8
22609,595,3
2946,4115,2
83308,2599,10
27372,3465,8
72211,7,6
13301,64,2
17936,3135,6
89706,2682,1
93791,2966,4
46018,1265,4
37571,53,9
15866,2241,8
12837,55,2
36997,1917,3
104328,1265,4
11294,174,4
71453,91,9
53326,565,9
89761,5003,9
104661,2884,7
10764,43,5
57265,2663,6
63026,4698,4
104095,3331,1
80033,3615,8
88905,51,8
22311,3563,4
96626,2080,10
62859,1828,5
34892,17,4
44407,1403,9
23045,141,4
100314,23,8
38937,2448,2
98100,5044,9
45539,89,10
67565,1386,2
98425,7,9
80743,890,3
65022,901,3
45652,5484,10
16032,853,5
5832,128,2
64893,5714,9
16253,97,3
88507,3712,1
101951,249,5
59579,84,6
76003,29,2
61901,100,7
35731,82,1
27118,4665,3
26221,3244,9
99073,56,6
30752,2081,4
28389,1034,8
44340,2921,7
23561,5301,10
75023,1610,7
95000,2906,8
54442,3599,3
21838,2392,3
80036,1902,1
45013,76,10
69317,3348,1
40891,47,9
22672,1456,3
3508,1854,6
31024,1695,9
25564,17,10
20109,2560,10
66647,24,8
2562,3848,8
55456,2769,6
16877,4272,1
75779,2298,7
59575,10,8
36881,4206,9
77548,5044,1
104348,79,1
38147,50,3
90348,1972,7
3373,2520,2
40366,575,10
63102,16,7
30635,1627,2
16455,5775,9
63321,682,8
10713,2315,3
67640,5392,8
63789,2682,6
97407,3560,10
29430,2852,7
60839,1283,4
93160,2686,8
6926,340,5
49647,253,5
79333,102,7
34938,2356,7
96162,382,10
13680,3189,4
91744,338,3
101781,2849,6
47960,18,10
48247,506,10
17645,4615,7
98133,97,8
74425,10,10
38438,65,9
58510,1038,1
57798,100,10
93081,3145,3
96327,690,1
89054,2352,6
45451,4334,6
104815,4393,3
95765,17,2
8991,14,6
12500,4494,7
63974,3620,5
86227,91,4
22738,1553,5
67571,1572,8
20333,1041,4
90637,17,1
84752,2098,10
43411,4358,5
48626,1536,9
42619,1770,8
36155,458,2
91469,29,10
99461,4240,3
31838,1858,7
82974,5655,6
34741,662,7
91953,120,8
75579,2023,9
1144,3397,4
2693,5111,8
46664,1303,3
418,33,10
91136,22,10
23383,432,5
77521,22,2
65620,100,10
80786,1765,8
84039,1297,1
98839,5731,6
93459,52,10
69336,2667,1
15620,2891,1
18925,1729,4
35600,15,3
103366,1010,6
32813,82,8
104402,142,1
72763,2284,9
21505,97,1
2187,88,8
98293,2120,6
58229,3260,7
22315,27,9
92894,3772,1
14655,1297,7
54953,202,2
24487,449,9
6407,244,9
72776,2354,3
61926,1358,9
77466,121,9
18207,977,8
13478,1601,9
21085,2261,1
63447,1606,6
11627,2312,2
60500,2351,3
46833,16,3
103142,1212,3
27481,2977,5
36706,1361,6
91393,14,4
96548,7,6
12785,47,9
95543,31,9
89753,2329,7
6342,2666,4
23976,65,8
101497,903,4
85845,5582,5
13873,92,9
49281,1034,5
54108,23,3
35266,2455,6
47524,3109,8
70551,1065,4
69988,1257,6
32692,5747,3
94108,51,5
10128,37,4
7330,636,1
42141,1800,7
51470,5003,2
36142,43,6
79752,16,2
48329,585,9
82095,1177,4
50977,5298,3
54555,1622,1
47807,3345,2
63059,7,5
66751,31,6
27536,943,1
23018,1972,10
82461,1668,6
83836,2023,9
34392,649,8
55199,82,1
16468,114,5
32715,5011,7
40971,4348,7
49423,14,1
77045,3917,1
49754,5306,9
36227,17,10
25161,1361,10
104058,24,8
20883,2681,10
7608,4409,4
36998,28,2
60897,1919,4
2064,1236,1
28988,2189,2
102182,9,6
23632,5,5
33911,3450,7
75216,3501,5
3494,172,4
64293,100,1
48299,1473,10
94465,130,10
11244,3388,10
13764,732,5
92314,2892,5
76465,3416,6
87244,65,3
33466,2870,4
75813,1736,7
98791,901,3
18149,2691,2
73545,689,7
84620,3605,8
11183,1969,10
78799,0,1
6910,1,8
56732,367,4
68103,37,3
94122,100,10
42891,3701,6
36341,78,6
45413,2574,10
33053,73,6
72226,1670,4
44571,4203,2
55810,1145,1
8411,80,3
11817,342,8
14863,3256,8
92688,2173,3
80393,2790,3
84211,2534,6
102701,1425,4
76953,3279,8
97307,25,4
102114,10,9
25657,782,5
465,1298,1
27533,7,2
45940,4179,1
5735,1884,4
94356,1475,8
35927,3555,5
19035,212,2
52802,16,9
24324,5,2
15715,119,4
61652,4718,9
13873,14,9
4002,1913,7
60392,3674,4
25106,2475,1
70726,1532,9
44135,62,4
20466,3449,7
83169,3262,3
4039,14,3
13169,65,3
11677,636,7
84744,67,3
40092,3126,9
42665,2261,2
41288,1470,10
76082,4033,5
7532,2861,4
83652,842,7
18249,3689,10
81949,156,4
94502,1314,1
56237,0,3
26038,5,10
84363,1632,9
82174,1269,1
6407,5570,7
93424,3599,6
29385,63,9
70541,2,10
96614,57,7
70279,3197,5
24205,3252,6
24904,650,3
43081,2065,3
43707,3516,5
26586,3257,2
4840,747,3
60062,2038,5
104311,881,1
79072,361,8
102980,3001,5
6357,1532,6
82880,2901,6
85953,2749,5
94042,618,2
104545,971,2
42162,2599,6
87774,511,9
83648,1948,4
52319,2889,1
74308,2,5
88690,1524,10
73914,1441,6
17828,2972,3
37414,2351,1
67723,558,1
48086,48,4
23120,5000,6
17577,3600,3
16078,66,10
89334,2994,4
81841,650,5
61760,5506,3
84512,4853,8
30053,3327,7
17801,92,8
69161,1484,8
86851,1539,10
30138,1693,9
95123,67,9
3735,69,1
22013,3321,2
65583,52,1
28152,16,4
76039,2241,5
64266,1730,3
27632,4227,10
45892,26,1
86317,29,7
8777,3257,3
12194,2,7
105451,3256,3
88404,29,9
2931,2753,9
103741,2231,8
92970,3026,8
91706,7,1
85910,2311,4
8370,2379,3
88710,3211,4
40528,3149,10
16287,5180,5
29510,165,3
79788,1336,4
5425,7,5
98028,3633,10
64132,2019,4
34843,1646,7
100114,2333,3
40896,5391,6
60059,2453,1
17933,3461,4
12383,801,7
17789,2992,5
99158,20,4
96186,2049,8
10999,65,4
88152,1876,8
39231,3716,10
87331,3118,6
72766,3489,1
39132,40,8
17432,3439,1
3242,249,4
62478,40,7
9801,3643,7
72272,1072,4
45873,82,4
83224,882,8
97344,124,6
82549,24,5
5502,1773,5
104428,432,6
99987,1316,10
26001,3698,7
75648,2889,7
27736,3081,8
36190,29,9
17035,3567,9
101915,124,8
1847,1473,1
52320,3328,2
104294,29,10
72465,57,3
26376,3117,10
57381,23,1
43227,650,4
88251,5469,3
53677,29,8
98261,1473,6
60444,78,2
48266,64,8
26323,1584,10
54527,3097,5
30652,83,2
2535,35,10
250,5596,1
38358,100,10
80914,3599,9
90182,100,4
48253,689,3
37194,2978,10
72230,30,6
37907,3629,2
81857,63,7
96406,513,6
73822,3285,4
25811,5722,9
66760,4200,5
3905,2630,8
3066,107,6
23979,1269,6
65732,2140,7
5509,100,5
103274,27,10
83079,871,4
82112,17,2
47661,2339,5
17486,2243,5
49132,2284,3
82094,1944,10
12846,7,5
104712,3120,7
32400,38,6
69588,295,7
47251,3698,9
65598,2814,1
45056,2686,6
28460,148,3
60207,4377,2
98095,1931,3
68295,65,1
7009,82,7
17817,97,5
68432,3295,9
90182,123,4
94687,2600,1
84467,5413,9
49569,3550,1
90240,5505,9
31774,1598,5
53664,4258,2
46493,47,5
102796,1157,3
67012,1973,4
73393,5351,10
7244,5647,4
63335,3359,2
98866,2623,7
15128,512,3
16012,102,5
4652,29,8
10912,2,6
35911,3257,5
34056,1243,1
39312,337,5
94269,82,2
3789,1473,8
83652,5767,5
20782,1473,4
66634,592,8
97649,5007,1
4400,416,8
35017,5301,9
76318,37,6
63480,640,5
35824,2526,2
42762,63,6
45136,41,4
98634,2246,2
76080,4168,1
35365,2875,3
37235,912,4
78803,3808,4
37505,1364,8
105531,2890,5
97227,13,5
1550,3,7
97006,863,6
63403,4986,7
59389,3426,7
92271,2972,6
21848,1800,1
24539,1,3
18972,4572,1
4917,34,1
5969,3256,7
88410,31,7
104618,1947,2
63087,1298,2
79835,17,2
73097,3657,10
89613,1837,7
42442,2914,2
49371,455,7
95271,3571,4
66002,3831,8
75861,1196,6
85555,2001,10
63421,3416,10
20256,1,7
13672,589,1
103952,3418,7
19889,37,3
99354,2988,4
85196,1646,6
8142,3091,3
86525,2564,1
74985,5208,4
37827,2356,6
63910,305,3
59512,100,5
98977,1933,9
35585,1874,4
57264,1380,9
47922,1050,9
19246,1387,6
74017,1829,4
58151,3534,2
87088,5316,6
76372,3986,2
41732,407,2
26892,4957,2
28215,1126,5
98244,1333,4
44174,1837,2
94450,1066,3
57887,5556,2
36538,1775,5
44210,1187,1
23427,1541,7
75821,2246,6
83938,5477,1
85436,63,4
15581,1517,1
15914,14,5
77076,1274,8
24549,97,7
76847,3832,6
94381,3655,2
83031,66,4
90847,4520,9
45161,1471,4
46180,2350,10
78272,2120,10
91224,1218,10
66191,92,10
71766,879,5
101107,3224,5
52730,3377,7
74902,102,4
40927,124,9
17234,16,3
75422,1473,6
8096,57,8
49896,1368,1
84552,3347,1
31828,1463,3
52703,2001,3
72783,63,4
43638,2951,8
524,4668,9
32883,2523,5
16858,1,10
6448,2030,9
50146,115,2
24262,5811,9
46826,2136,6
14644,5722,7
92530,2740,9
53026,2365,6
59581,75,10
52966,5207,4
69607,1269,1
78913,2989,4
95719,3898,10
73414,448,3
32686,3996,7
101584,28,2
46925,39,2
75075,3283,8
26662,3879,4
5886,941,5
40072,3138,9
57569,2599,8
79617,782,10
67841,1683,3
64258,3417,1
40159,40,7
88652,1281,6
76065,5746,6
79627,4,9
55418,132,2
23843,3643,6
88949,4243,10
54306,1289,5
86505,1825,2
71715,1061,3
30324,1174,1
39347,10,3
33699,20,4
87738,22,2
36156,2653,2
18652,1058,6
101891,1410,9
15342,3103,6
100412,306,10
74523,1473,6
29519,2279,8
26523,264,2
32290,101,3
68490,1051,1
38057,4608,1
3826,2811,9
74102,10,5
11420,3490,2
71093,98,2
97896,3695,3
59535,2678,2
7279,18,1
92339,2096,10
42926,1174,8
72766,3843,2
25323,727,1
100800,2336,3
90021,2772,3
32441,3984,5
13255,2679,5
72048,2284,8
61935,2601,7
78930,5220,8
61883,14,5
35136,3245,7
71873,298,10
69,802,3
46741,2351,7
55837,22,2
43909,2035,8
10303,47,10
36211,3260,4
34713,2039,8
58731,1581,5
84074,2872,10
32726,5665,5
64598,1948,2
40835,88,5
18117,3410,8
92631,313,6
22754,589,2
71610,2284,3
11883,2672,10
95466,1776,9
90941,3734,2
40506,350,7
31806,3534,6
42458,3716,3
3165,2579,10
52367,47,5
30860,11,3
76466,10,7
49908,3291,3
15455,3460,7
74743,914,9
68360,1255,7
94514,49,1
47407,2298,9
30431,3742,7
38037,2931,1
46446,432,9
48899,5,8
102123,3347,4
3376,27,4
80234,2043,5
92446,10,4
3931,28,8
27563,11,2
3837,1854,4
100880,3324,5
53392,3252,1
75915,7,4
79254,2679,6
21808,147,1
70276,3442,3
15668,3257,6
74723,1646,4
81646,113,3
22102,3125,4
27166,215,9
33053,5428,2
14079,3410,10
30452,1913,9
65316,5686,9
99950,2353,9
3743,369,9
8062,835,7
52708,855,1
59420,27,4
882,1310,10
12508,939,3
98654,20,8
20352,2613,4
102646,1363,4
37985,4014,4
38458,1785,7
92102,3054,1
97698,688,9
9766,165,4
482,822,4
8203,281,7
50849,165,9
28397,4858,8
27162,10,5
94227,2446,3
81521,2564,2
15268,3511,5
28190,5787,5
62181,3270,8
70248,685,6
16688,3527,4
59099,1847,9
28844,1271,1
38719,1811,7
7454,66,3
29760,2351,10
100092,5469,3
93069,125,1
24739,4561,7
8015,626,10
37625,3173,7
23750,1240,2
38065,1150,9
83134,3292,10
72635,3355,2
47236,4439,9
13993,3235,2
18556,1290,1
20455,5,2
5007,3137,3
95549,2351,6
28292,88,6
102485,2260,9
49731,980,2
103905,3600,4
29541,74,2
51758,5653,4
96523,5786,10
75888,76,5
7440,327,2
35933,3883,4
30428,7,6
75992,4701,1
60495,100,4
88312,31,6
11373,711,8
28577,78,5
31103,1972,5
45773,24,1
42360,2741,8
4060,1473,1
31991,92,6
101598,2260,4
23935,1577,3
60799,3186,9
56903,3696,5
91918,2139,10
53071,4434,9
148,649,5
72705,20,2
89534,382,9
63264,3778,7
42493,1973,5
71543,5,2
62895,48,7
95915,30,7
60171,3362,9
86496,581,2
100984,3182,8
46288,280,6
17101,1646,7
68854,3139,9
83470,15,1
72766,3557,9
11133,978,1
79830,88,5
35337,33,3
74175,4556,6
39339,17,10
22270,134,2
5184,13,10
101080,2052,5
21011,88,9
78695,70,4
58948,1130,9
69810,2312,2
4986,5444,4
51784,2580,1
58728,1836,4
35310,144,1
46794,2036,5
92076,3747,9
65572,3584,9
86593,1470,2
28953,27,9
37105,1698,8
1973,2260,5
78199,28,10
14946,2041,7
56588,965,10
75010,5068,1
103841,5,7
97153,2094,9
74985,4751,10
34080,3750,7
43078,3256,7
27591,1181,3
82236,937,3
55485,65,3
86513,2291,9
47950,2252,9
30833,420,9
82419,3149,8
86638,612,6
9997,3366,6
104527,3162,8
2416,3210,8
65678,3772,6
41597,8,2
10825,2496,8
9365,3016,7
100854,2389,10
14052,5147,1
62352,65,6
40397,1039,4
96956,92,2
38581,2260,9
39146,1876,9
90582,5186,5
1726,124,8
88660,238,8
8043,871,4
70257,5412,2
39764,2993,1
96520,1913,4
104755,2101,5
50381,27,5
87748,868,4
93872,1221,7
9243,1830,2
104030,3745,2
16224,97,6
35607,279,10
100748,1024,8
95299,5837,9
31415,2489,6
94496,35,9
84578,1770,3
1132,1052,6
87296,1286,6
89930,20,1
82098,1243,8
76989,2102,1
89515,4312,1
37975,419,1
51378,2232,1
65428,723,2
20704,98,2
65698,3131,1
93702,687,2
48413,36,2
16712,28,6
672,17,3
31103,4350,1
669,3307,4
69898,107,6
1279,1670,1
27395,2888,8
99278,4277,5
6543,2240,7
37137,142,2
50877,4142,8
28171,56,2
96240,5,4
17390,2233,4
18452,10,1
87027,1662,6
82916,4127,1
24313,5361,9
38090,895,3
22750,1680,2
104884,5,3
38802,3096,9
105190,5094,5
104252,3380,10
49809,2346,2
70257,1862,10
25271,4370,2
19694,70,8
17332,2352,3
96091,4203,8
26583,5577,5
56611,3183,5
14330,77,6
95787,3807,6
6270,145,6
20839,3458,4
48195,47,2
54627,12,7
8947,15,10
95313,29,7
98567,50,8
66620,2353,6
957,1972,6
28876,343,7
49896,4483,2
6282,2039,10
88300,74,10
31815,65,9
36847,1171,5
12756,2324,1
395,2574,8
62365,2557,7
28997,5780,4
19056,2177,8
102120,5374,3
22212,6,6
77731,759,7
63954,299,3
98954,88,10
14416,41,8
1000,3667,10
73686,4789,9
58664,1100,9
61833,2180,4
93686,56,2
5754,3970,10
91886,3636,3
96572,3186,8
62380,331,8
18426,57,3
84421,942,10
86202,1269,7
65343,20,4
4845,2865,9
60233,7,8
83866,1087,7
35628,7,8
92169,2220,4
65203,1948,1
100313,2975,7
58157,10,5
31877,529,5
19776,3267,9
6683,1053,5
54660,20,8
46990,7,5
10836,667,2
73856,1173,5
64869,3398,5
53579,3359,3
72812,1042,6
86241,82,2
22085,37,5
69898,1235,8
11188,29,1
90322,988,7
1055,420,10
1719,4017,6
33156,3006,2
2309,1928,5
87561,537,8
26560,4407,3
9572,4,8
25366,2042,9
54087,1907,9
28997,2895,6
81149,1056,7
38796,29,5
34847,20,4
90976,5611,5
81644,12,8
52915,5780,4
62452,2901,9
5985,3584,1
59645,3305,8
69255,3533,8
49904,4701,6
100332,2663,4
49058,1982,3
7218,5485,9
65652,56,3
50560,1,6
95199,43,6
56839,3431,1
34552,565,4
46672,2897,1
65399,5208,4
49497,89,6
104324,1617,1
101943,3120,6
86338,132,10
13283,4510,6
87831,5,7
54634,1690,9
24508,158,7
103149,3184,2
32206,7,3
29859,1572,8
62426,47,8
35928,465,4
35089,27,8
88422,141,6
10833,1865,2
103199,1,6
95675,85,9
5829,1627,1
88640,2427,4
85484,4236,3
83360,10,8
74167,3788,4
64492,2986,7
25063,4342,8
781,3125,5
42243,1311,6
39595,464,1
71883,3600,2
70645,3048,1
41608,2770,6
15285,5253,5
7131,3502,8
94626,2856,4
27371,94,8
24522,3567,10
56757,147,10
25422,4815,7
13011,1235,6
91931,3,6
48626,5253,4
55033,4571,10
48096,132,4
3691,3,6
77993,3663,2
89058,2039,7
80807,2906,4
88217,51,5
81922,93,6
24621,284,4
75805,4795,8
26331,875,1
13122,1701,5
50753,2819,5
43542,4289,10
43025,63,2
40632,4,4
27161,1,10
48517,3453,10
8342,3280,4
37533,1465,6
50465,9,10
30017,624,4
75694,3764,8
19918,1776,10
61681,4932,2
92752,1792,5
102132,600,9
35003,2579,1
1173,2949,5
76028,2737,4
11943,590,9
84684,254,10
84805,2955,9
934,445,4
88202,22,5
48119,3000,9
28690,746,3
22028,5370,9
33252,47,2
104962,52,2
23263,5696,6
77264,513,2
10218,471,9
46297,39,3
85313,1417,6
91441,927,3
32607,2171,3
68261,100,8
88276,5175,3
96041,4156,9
44554,2663,3
45998,6,6
37003,1655,10
83981,3211,3
1084,4312,6
86746,1478,8
39380,725,7
64715,10,10
14941,3788,7
19326,4205,4
95447,3896,8
6830,724,7
19770,2336,4
88024,4957,6
103829,2860,10
68702,1097,8
48739,3600,3
100466,2105,1
85531,252,5
96536,92,10
20066,14,1
56587,2850,5
14925,52,4
27769,3260,1
70305,55,5
24202,33,3
20608,100,10
43674,41,2
34831,60,9
12606,29,2
81875,274,4
3494,3895,5
30755,119,4
3233,1646,2
59489,3493,1
23264,67,6
45922,1023,4
14339,432,4
58125,3120,5
27754,66,5
82453,2202,8
98524,4245,1
101343,2724,4
22896,684,3
23237,721,4
54141,2758,9
16994,3207,2
87504,4990,8
100464,80,5
41139,37,8
84811,1363,1
98537,91,4
1213,12,7
99684,17,6
101540,17,6
9108,1533,7
69988,3479,1
96650,29,4
89400,3615,3
70249,1895,7
59291,3671,1
29592,88,2
40506,3135,7
14767,1972,5
92048,488,8
39398,1888,10
69350,39,8
68072,29,8
8566,2200,6
492,3256,5
28629,1231,4
5929,5161,9
78027,2020,9
29693,925,6
16424,10,2
81608,4836,1
62129,22,4
40877,2623,5
92296,3236,10
95431,4123,4
92144,2814,3
83178,1525,5
78738,1243,8
28854,113,2
47011,882,6
32418,47,2
102845,92,7
15408,464,9
51522,2080,10
87531,3139,1
25609,3858,9
61987,3599,6
81408,5469,10
18393,4254,1
74753,2847,6
48132,63,7
82042,142,7
35344,5597,8
9015,1847,7
1409,1599,10
57801,1754,2
70842,97,10
73125,1072,1
82996,3476,7
97329,27,9
75373,3208,5
48992,2895,6
8622,3347,5
40510,458,1
93746,4567,7
38386,9,3
9042,925,6
9169,1971,2
77114,3256,2
105331,10,8
103352,2624,1
54795,1333,8
70282,1321,9
43607,385,2
21569,3210,8
104508,3600,5
54207,12,9
55480,10,10
53862,2079,7
11484,5257,1
60094,60,10
61350,1223,10
60588,3555,7
64890,305,4
21864,777,8
27100,331,5
87711,115,8
44760,40,7
78180,106,10
102236,568,4
56491,1822,10
1210,1572,4
4579,2741,3
34256,5550,7
70808,2740,9
45455,1839,6
97140,97,10
35753,1769,8
25644,51,3
53990,2,3
27673,1077,7
51889,100,2
85408,4832,5
53580,2455,8
610,1569,10
16900,3497,1
22080,29,5
30598,1668,6
75409,1373,8
2571,3054,2
12871,3026,8
29398,3364,1
94886,9,2
74985,3809,7
26884,1775,7
96808,4987,7
5150,52,2
28621,2212,8
29173,284,2
11294,1375,9
102828,1116,3
18130,1528,8
31583,1278,6
93720,684,1
57503,2002,8
14316,91,5
33150,1251,9
47790,2851,9
79998,3948,8
86745,1636,3
48049,3501,9
71727,30,3
32143,3320,4
93966,3097,3
103590,1675,3
69186,5166,7
23439,109,5
62947,4418,7
34483,4828,9
12725,3467,7
70464,694,9
104211,1153,2
95877,20,3
69950,2,8
15978,975,10
69395,159,8
2413,774,8
8062,4743,4
70046,3676,5
98559,1751,4
49254,2080,7
7093,1646,4
82826,5269,6
25631,4312,9
61457,32,2
73213,1418,3
1853,3584,6
55756,33,10
14500,1,3
57474,1033,6
62238,2320,2
6779,100,10
4370,71,10
79545,2814,9
42687,2599,3
33187,2599,10
29642,3257,1
70253,40,4
12750,853,5
3352,29,5
6547,3798,6
22151,2991,6
24206,2697,9
23926,1534,5
13043,1252,10
39138,1269,3
68642,1825,7
89062,6,10
24278,2851,8
59200,8,7
96106,4503,4
8956,2,6
1706,1539,6
45592,2663,8
63728,299,4
59589,1005,6
57170,833,5
88689,5745,5
8180,590,6
38235,247,7
81971,1,6
42450,2153,1
29645,418,6
43032,65,6
45838,92,2
42317,724,3
57048,27,5
53243,3054,3
68216,3570,3
67637,629,9
1514,56,4
99384,3689,4
82016,29,6
61561,1109,4
3112,37,6
97309,97,8
104054,10,6
38267,27,10
14583,28,7
30048,682,3
63865,131,2
85383,2189,8
25703,853,2
47226,1997,9
37655,2260,3
38287,3211,6
